NOMBRE CIENTIFICO,NOMBRE,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,
Cypseloides lemosi,Vencejo Pechiblanco,AVES,Apodiformes,Apodidae,Cypseloides,lemosi,
Phaethornis stuarti,Ermitaño Cejiblanco,AVES,Apodiformes,Trochilidae,Phaethornis,stuarti,
Chlorestes notata,Colibrí Verdecito,AVES,Apodiformes,Trochilidae,Chlorestes,notata,
Amazilia chionogaster,Picaflor vientre blanco,AVES,Apodiformes,Trochilidae,Amazilia,chionogaster,
Schistes geoffroyi,colibrí picocuña,AVES,Apodiformes,Trochilidae,Schistes,geoffroyi,
Coeligena torquata,Coeligena torquata,AVES,Apodiformes,Trochilidae,Coeligena,torquata,
Coeligena violifer,Inca Gargantivioleta,AVES,Apodiformes,Trochilidae,Coeligena,violifer,
Eubucco versicolor, Cabezón versicolor,AVES,Piciformes,Capitonidae,Eubucco,versicolor,
Aulacorhynchus coeruleicinctis,tucanete pechiazul,AVES,Piciformes,Ramphastidae,Aulacorhynchus,coeruleicinctis,
Colaptes rivolii,carpintero candela,AVES,Piciformes,Picidae,Colaptes,rivolii,
Leptasthenura yanacensis,Tijeral Leonado,AVES,Passeriformes,Furnariidae,Leptasthenura,yanacensis,
Schizoeaca helleri,Colicardo de la Puna,AVES,Passeriformes,Furnariidae,Schizoeaca,helleri,
Rhea pennata,Ñandú Petizo (Suri),AVES,RHEIFORMES,RHEIDAE,Rhea,pennata,
Nothocercus julius,Perdiz de Pecho Leonado,AVES,TINAMIFORMES,TINAMIDAE,Nothocercus,julius,
Nothocercus bonapartei,Perdiz Montesa,AVES,TINAMIFORMES,TINAMIDAE,Nothocercus,bonapartei,
Nothocercus nigrocapillus,Perdiz de Cabeza Negra,AVES,TINAMIFORMES,TINAMIDAE,Nothocercus,nigrocapillus,
Tinamus tao,Perdiz Gris,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,tao,
Tinamus osgoodi,Perdiz Negra,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,osgoodi,
Tinamus major,Perdiz Grande,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,major,
Tinamus guttatus,Perdiz de Garganta Blanca,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,guttatus,
Crypturellus cinereus,Perdiz Cinérea,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,cinereus,
Crypturellus soui,Perdiz Chica,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,soui,
Crypturellus obsoletus,Perdiz Parda,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,obsoletus,
Crypturellus undulatus,Perdiz Ondulada,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,undulatus,
Crypturellus transfasciatus,Perdiz de Ceja Pálida,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,transfasciatus,
Crypturellus strigulosus,Perdiz Brasileña,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,strigulosus,
Crypturellus duidae,Perdiz de Pata Gris,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,duidae,
Crypturellus atrocapillus,Perdiz de Gorro Negro,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,atrocapillus,
Crypturellus variegatus,Perdiz Abigarrada,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,variegatus,
Crypturellus bartletti,Perdiz de Bartlett,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,bartletti,
Crypturellus parvirostris,Perdiz de Pico Corto,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,parvirostris,
Crypturellus casiquiare,Perdiz Barrada,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,casiquiare,
Crypturellus tataupa,Perdiz Tataupá,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,tataupa,
Rhynchotus rufescens,Perdiz de Ala Roja,AVES,TINAMIFORMES,TINAMIDAE,Rhynchotus,rufescens,
Nothoprocta taczanowskii,Perdiz de Taczanowski,AVES,TINAMIFORMES,TINAMIDAE,Nothoprocta,taczanowskii,
Nothoprocta ornata,Perdiz Cordillerana,AVES,TINAMIFORMES,TINAMIDAE,Nothoprocta,ornata,
Nothoprocta pentlandii,Perdiz Andina,AVES,TINAMIFORMES,TINAMIDAE,Nothoprocta,pentlandii,
Nothoprocta curvirostris,Perdiz de Pico Curvo,AVES,TINAMIFORMES,TINAMIDAE,Nothoprocta,curvirostris,
Nothura darwinii,Perdiz de Darwin,AVES,TINAMIFORMES,TINAMIDAE,Nothura,darwinii,
Tinamotis pentlandii,Perdiz de la Puna,AVES,TINAMIFORMES,TINAMIDAE,Tinamotis,pentlandii,
Anhima cornuta,Gritador Unicornio (Camungo),AVES,ANSERIFORMES,ANHIMIDAE,Anhima,cornuta,
Chauna torquata ,Gritador Chajá,AVES,ANSERIFORMES,ANHIMIDAE,Chauna,torquata ,
Dendrocygna bicolor,Pato-Silbón Canelo,AVES,ANSERIFORMES,ANATIDAE,Dendrocygna,bicolor,
Dendrocygna viduata ,Pato-Silbón de Cara Blanca,AVES,ANSERIFORMES,ANATIDAE,Dendrocygna,viduata ,
Dendrocygna autumnalis,Pato-Silbón de Vientre Negro,AVES,ANSERIFORMES,ANATIDAE,Dendrocygna,autumnalis,
Oressochen jubatus,Ganso del Orinoco,AVES,ANSERIFORMES,ANATIDAE,Oressochen,jubatus,
Oressochen melanopterus,Cauquén Huallata,AVES,ANSERIFORMES,ANATIDAE,Oressochen,melanopterus,
Cairina moschata,Pato Criollo,AVES,ANSERIFORMES,ANATIDAE,Cairina,moschata,
Sarkidiornis sylvicola,Pato Crestudo,AVES,ANSERIFORMES,ANATIDAE,Sarkidiornis,sylvicola,
Amazonetta brasiliensis,Pato Brasileño,AVES,ANSERIFORMES,ANATIDAE,Amazonetta,brasiliensis,
Merganetta armata,Pato de los Torrentes,AVES,ANSERIFORMES,ANATIDAE,Merganetta,armata,
Lophonetta specularioides,Pato Crestón,AVES,ANSERIFORMES,ANATIDAE,Lophonetta,specularioides,
Spatula puna,Pato de la Puna,AVES,ANSERIFORMES,ANATIDAE,Spatula,puna,
Spatula platalea ,Pato Cuchara Rojizo,AVES,ANSERIFORMES,ANATIDAE,Spatula,platalea ,
Spatula clypeata ,Pato Cuchara Norteño,AVES,ANSERIFORMES,ANATIDAE,Spatula,clypeata ,
Spatula discors ,Pato de Ala Azul,AVES,ANSERIFORMES,ANATIDAE,Spatula,discors ,
Spatula cyanoptera,Pato Colorado,AVES,ANSERIFORMES,ANATIDAE,Spatula,cyanoptera,
Mareca sibilatrix ,Pato Overo,AVES,ANSERIFORMES,ANATIDAE,Mareca,sibilatrix ,
Anas bahamensis,Pato Gargantillo,AVES,ANSERIFORMES,ANATIDAE,Anas,bahamensis,
Anas georgica,Pato Jergón,AVES,ANSERIFORMES,ANATIDAE,Anas,georgica,
Anas andium,Pato Paramuno,AVES,ANSERIFORMES,ANATIDAE,Anas,andium,
Anas flavirostris,Pato Barcino,AVES,ANSERIFORMES,ANATIDAE,Anas,flavirostris,
Netta erythrophthalma,Pato Morado,AVES,ANSERIFORMES,ANATIDAE,Netta,erythrophthalma,
Netta peposaca ,Pato Picazo,AVES,ANSERIFORMES,ANATIDAE,Netta,peposaca ,
Nomonyx dominicus,Pato Enmascarado,AVES,ANSERIFORMES,ANATIDAE,Nomonyx,dominicus,
Oxyura jamaicensis,Pato Rana,AVES,ANSERIFORMES,ANATIDAE,Oxyura,jamaicensis,
Chamaepetes goudotii,Pava Ala de Hoz,AVES,GALLIFORMES,CRACIDAE,Chamaepetes,goudotii,
Penelope barbata,Pava Barbada,AVES,GALLIFORMES,CRACIDAE,Penelope,barbata,
Penelope montagnii,Pava Andina,AVES,GALLIFORMES,CRACIDAE,Penelope,montagnii,
Penelope jacquacu,Pava de Spix,AVES,GALLIFORMES,CRACIDAE,Penelope,jacquacu,
Penelope purpurascens,Pava Crestada,AVES,GALLIFORMES,CRACIDAE,Penelope,purpurascens,
Penelope albipennis ,Pava de Ala Blanca,AVES,GALLIFORMES,CRACIDAE,Penelope,albipennis ,
Pipile cumanensis,Pava de Garganta Azul,AVES,GALLIFORMES,CRACIDAE,Pipile,cumanensis,
Aburria aburri,Pava Carunculada,AVES,GALLIFORMES,CRACIDAE,Aburria,aburri,
Ortalis erythroptera,Chachalaca de Cabeza Rufa,AVES,GALLIFORMES,CRACIDAE,Ortalis,erythroptera,
Ortalis guttata,Chachalaca Jaspeada,AVES,GALLIFORMES,CRACIDAE,Ortalis,guttata,
Nothocrax urumutum,Paujil Nocturno,AVES,GALLIFORMES,CRACIDAE,Nothocrax,urumutum,
Crax globulosa,Paujil Carunculado,AVES,GALLIFORMES,CRACIDAE,Crax,globulosa,
Mitu salvini,Paujil de Salvin,AVES,GALLIFORMES,CRACIDAE,Mitu,salvini,
Mitu tuberosum,Paujil Común,AVES,GALLIFORMES,CRACIDAE,Mitu,tuberosum,
Pauxi koepckeae ,Paujil del Sira,AVES,GALLIFORMES,CRACIDAE,Pauxi,koepckeae ,
Odontophorus gujanensis,Codorniz de Cara Roja,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,gujanensis,
Odontophorus speciosus,Codorniz de Pecho Rufo,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,speciosus,
Odontophorus balliviani,Codorniz Enmascarada,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,balliviani,
Odontophorus stellatus,Codorniz Estrellada,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,stellatus,
Phoenicopterus chilensis,Flamenco Chileno,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicopterus,chilensis,
Phoenicoparrus andinus ,Parina Grande,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicoparrus,andinus ,
Phoenicoparrus jamesi ,Parina Chica,AVES,PHOENICOPTERIFORMES,PHOENICOPTERIDAE,Phoenicoparrus,jamesi ,
Rollandia rolland,Zambullidor Pimpollo,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Rollandia,rolland,
Rollandia microptera,Zambullidor del Titicaca,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Rollandia,microptera,
Tachybaptus dominicus,Zambullidor Menor,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Tachybaptus,dominicus,
Podilymbus podiceps,Zambullidor de Pico Grueso,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Podilymbus,podiceps,
Podiceps major,Zambullidor Grande,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,major,
Podiceps occipitalis,Zambullidor Plateado,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,occipitalis,
Podiceps taczanowskii ,Zambullidor de Junín,AVES,PODICIPEDIFORMES,PODICIPEDIDAE,Podiceps,taczanowskii ,
Columba livia ,Paloma Doméstica,AVES,COLUMBIFORMES,COLUMBIDAE,Columba,livia ,
Patagioenas speciosa,Paloma Escamosa,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,speciosa,
Patagioenas picazuro ,Paloma Picazuró,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,picazuro ,
Patagioenas maculosa,Paloma de Ala Moteada,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,maculosa,
Patagioenas fasciata,Paloma de Nuca Blanca,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,fasciata,
Patagioenas cayennensis,Paloma Colorada,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,cayennensis,
Patagioenas oenops ,Paloma Peruana,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,oenops ,
Patagioenas plumbea,Paloma Plomiza,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,plumbea,
Patagioenas subvinacea,Paloma Rojiza,AVES,COLUMBIFORMES,COLUMBIDAE,Patagioenas,subvinacea,
Geotrygon saphirina,Paloma-Perdiz Zafiro,AVES,COLUMBIFORMES,COLUMBIDAE,Geotrygon,saphirina,
Geotrygon montana,Paloma-Perdiz Rojiza,AVES,COLUMBIFORMES,COLUMBIDAE,Geotrygon,montana,
Geotrygon violacea,Paloma-Perdiz Violácea,AVES,COLUMBIFORMES,COLUMBIDAE,Geotrygon,violacea,
Leptotila verreauxi,Paloma de Puntas Blancas,AVES,COLUMBIFORMES,COLUMBIDAE,Leptotila,verreauxi,
Leptotila ochraceiventris,Paloma de Vientre Ocráceo,AVES,COLUMBIFORMES,COLUMBIDAE,Leptotila,ochraceiventris,
Leptotila rufaxilla,Paloma de Frente Gris,AVES,COLUMBIFORMES,COLUMBIDAE,Leptotila,rufaxilla,
Leptotila pallida,Paloma Pálida,AVES,COLUMBIFORMES,COLUMBIDAE,Leptotila,pallida,
Zentrygon frenata,Paloma-Perdiz de Garganta Blanca,AVES,COLUMBIFORMES,COLUMBIDAE,Zentrygon,frenata,
Zenaida meloda,Tórtola Melódica,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,meloda,
Zenaida auriculata,Tórtola Orejuda,AVES,COLUMBIFORMES,COLUMBIDAE,Zenaida,auriculata,
Claravis pretiosa,Tortolita Azul,AVES,COLUMBIFORMES,COLUMBIDAE,Claravis,pretiosa,
Paraclaravis mondetoura,Tortolita de Pecho Marrón,AVES,COLUMBIFORMES,COLUMBIDAE,Paraclaravis,mondetoura,
Metriopelia ceciliae,Tortolita Moteada,AVES,COLUMBIFORMES,COLUMBIDAE,Metriopelia,ceciliae,
Metriopelia melanoptera,Tortolita de Ala Negra,AVES,COLUMBIFORMES,COLUMBIDAE,Metriopelia,melanoptera,
Metriopelia aymara,Tortolita de Puntos Dorados,AVES,COLUMBIFORMES,COLUMBIDAE,Metriopelia,aymara,
Columbina minuta,Tortolita Menuda,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,minuta,
Columbina talpacoti,Tortolita Rojiza,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,talpacoti,
Columbina buckleyi,Tortolita Ecuatoriana,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,buckleyi,
Columbina picui,Tortolita Picui,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,picui,
Columbina cruziana,Tortolita Peruana,AVES,COLUMBIFORMES,COLUMBIDAE,Columbina,cruziana,
Guira guira ,Cuclillo Guira,AVES,CUCULIFORMES,CUCULIDAE,Guira,guira ,
Crotophaga major,Garrapatero Grande,AVES,CUCULIFORMES,CUCULIDAE,Crotophaga,major,
Crotophaga ani,Garrapatero de Pico Liso,AVES,CUCULIFORMES,CUCULIDAE,Crotophaga,ani,
Crotophaga sulcirostris,Garrapatero de Pico Estriado,AVES,CUCULIFORMES,CUCULIDAE,Crotophaga,sulcirostris,
Tapera naevia,Cuclillo Listado,AVES,CUCULIFORMES,CUCULIDAE,Tapera,naevia,
Dromococcyx phasianellus,Cuco Faisán,AVES,CUCULIFORMES,CUCULIDAE,Dromococcyx,phasianellus,
Dromococcyx pavoninus,Cuco Pavonino,AVES,CUCULIFORMES,CUCULIDAE,Dromococcyx,pavoninus,
Neomorphus geoffroyi,Cuco-Terrestre de Vientre Rufo,AVES,CUCULIFORMES,CUCULIDAE,Neomorphus,geoffroyi,
Neomorphus pucheranii,Cuco-Terrestre de Pico Rojo,AVES,CUCULIFORMES,CUCULIDAE,Neomorphus,pucheranii,
Coccycua minuta,Cuco Menudo,AVES,CUCULIFORMES,CUCULIDAE,Coccycua,minuta,
Coccycua cinerea ,Cuclillo Gris,AVES,CUCULIFORMES,CUCULIDAE,Coccycua,cinerea ,
Piaya cayana,Cuco Ardilla,AVES,CUCULIFORMES,CUCULIDAE,Piaya,cayana,
Piaya melanogaster,Cuco de Vientre Negro,AVES,CUCULIFORMES,CUCULIDAE,Piaya,melanogaster,
Coccyzus melacoryphus ,Cuclillo de Pico Oscuro,AVES,CUCULIFORMES,CUCULIDAE,Coccyzus,melacoryphus ,
Coccyzus americanus,Cuclillo de Pico Amarillo,AVES,CUCULIFORMES,CUCULIDAE,Coccyzus,americanus,
Coccyzus erythropthalmus,Cuclillo de Pico Negro,AVES,CUCULIFORMES,CUCULIDAE,Coccyzus,erythropthalmus,
Coccyzus lansbergi,Cuclillo de Gorro Gris,AVES,CUCULIFORMES,CUCULIDAE,Coccyzus,lansbergi,
Steatornis caripensis,Guácharo,AVES,STEATORNITHIFORMES,STEATORNITHIDAE,Steatornis,caripensis,
Nyctibius grandis,Nictibio Grande,AVES,NYCTIBIIFORMES,NYCTIBIIDAE,Nyctibius,grandis,
Nyctibius aethereus,Nictibio de Cola Larga,AVES,NYCTIBIIFORMES,NYCTIBIIDAE,Nyctibius,aethereus,
Nyctibius griseus,Nictibio Común,AVES,NYCTIBIIFORMES,NYCTIBIIDAE,Nyctibius,griseus,
Nyctibius maculosus,Nictibio Andino,AVES,NYCTIBIIFORMES,NYCTIBIIDAE,Nyctibius,maculosus,
Nyctibius leucopterus,Nictibio de Ala Blanca,AVES,NYCTIBIIFORMES,NYCTIBIIDAE,Nyctibius,leucopterus,
Nyctibius bracteatus,Nictibio Rufo,AVES,NYCTIBIIFORMES,NYCTIBIIDAE,Nyctibius,bracteatus,
Chordeiles nacunda ,Chotacabras de Vientre Blanco,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Chordeiles,nacunda ,
Chordeiles rupestris,Chotacabras Arenisco,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Chordeiles,rupestris,
Chordeiles acutipennis,Chotacabras Menor,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Chordeiles,acutipennis,
Chordeiles minor ,Chotacabras Migratorio,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Chordeiles,minor ,
Lurocalis semitorquatus,Chotacabras de Cola Corta,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Lurocalis,semitorquatus,
Lurocalis rufiventris,Chotacabras de Vientre Rufo,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Lurocalis,rufiventris,
Nyctiprogne leucopyga,Chotacabras de Cola Bandeada,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Nyctiprogne,leucopyga,
Nyctipolus nigrescens,Chotacabras Negruzco,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Nyctipolus,nigrescens,
Systellura longirostris,Chotacabras de Ala Bandeada,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Systellura,longirostris,
Systellura decussata,Chotacabras de Tschudi,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Systellura,decussata,
Nyctidromus albicollis,Chotacabras Común,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Nyctidromus,albicollis,
Nyctidromus anthonyi,Chotacabras de Matorral,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Nyctidromus,anthonyi,
Uropsalis segmentata,Chotacabras de Cola Ahorquillada,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Uropsalis,segmentata,
Uropsalis lyra,Chotacabras Cola de Lira,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Uropsalis,lyra,
Setopagis parvula ,Chotacabras Chico,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Setopagis,parvula ,
Hydropsalis maculicaudus,Chotacabras de Cola Punteada,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Hydropsalis,maculicaudus,
Hydropsalis climacocerca,Chotacabras de Cola Escalera,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Hydropsalis,climacocerca,
Hydropsalis torquata,Chotacabras de Cola Tijereta,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Hydropsalis,torquata,
Nyctiphrynus ocellatus,Chotacabras Ocelado,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Nyctiphrynus,ocellatus,
Antrostomus sericocaudatus,Chotacabras Cola de Seda,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Antrostomus,sericocaudatus,
Antrostomus rufus,Chotacabras Rufo,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Antrostomus,rufus,
Cypseloides cryptus,Vencejo de Barbilla Blanca,AVES,APODIFORMES,APODIDAE,Cypseloides,cryptus,
Cypseloides lemosi,Vencejo de Pecho Blanco,AVES,APODIFORMES,APODIDAE,Cypseloides,lemosi,
Streptoprocne rutila,Vencejo de Cuello Castaño,AVES,APODIFORMES,APODIDAE,Streptoprocne,rutila,
Streptoprocne zonaris,Vencejo de Collar Blanco,AVES,APODIFORMES,APODIDAE,Streptoprocne,zonaris,
Chaetura cinereiventris,Vencejo de Lomo Gris,AVES,APODIFORMES,APODIDAE,Chaetura,cinereiventris,
Chaetura egregia,Vencejo de Lomo Pálido,AVES,APODIFORMES,APODIDAE,Chaetura,egregia,
Chaetura pelagica,Vencejo de Chimenea,AVES,APODIFORMES,APODIDAE,Chaetura,pelagica,
Chaetura chapmani,Vencejo de Chapman,AVES,APODIFORMES,APODIDAE,Chaetura,chapmani,
Chaetura brachyura,Vencejo de Cola Corta,AVES,APODIFORMES,APODIDAE,Chaetura,brachyura,
Aeronautes montivagus,Vencejo Montañés,AVES,APODIFORMES,APODIDAE,Aeronautes,montivagus,
Aeronautes andecolus,Vencejo Andino,AVES,APODIFORMES,APODIDAE,Aeronautes,andecolus,
Tachornis squamata ,Vencejo Tijereta de Palmeras,AVES,APODIFORMES,APODIDAE,Tachornis,squamata ,
Panyptila cayennensis,Vencejo Tijereta Menor,AVES,APODIFORMES,APODIDAE,Panyptila,cayennensis,
Topaza pyra,Topacio de Fuego,AVES, TROCHILIDAE,TROCHILIDAE,Topaza,pyra,
Florisuga mellivora ,Colibrí de Nuca Blanca,AVES, TROCHILIDAE,TROCHILIDAE,Florisuga,mellivora ,
Eutoxeres aquila,Pico-de-Hoz de Puntas Blancas,AVES, TROCHILIDAE,TROCHILIDAE,Eutoxeres,aquila,
Eutoxeres condamini,Pico-de-Hoz de Cola Canela,AVES, TROCHILIDAE,TROCHILIDAE,Eutoxeres,condamini,
Glaucis hirsutus,Ermitaño de Pecho Canela,AVES, TROCHILIDAE,TROCHILIDAE,Glaucis,hirsutus,
Threnetes leucurus,Ermitaño de Cola Pálida,AVES, TROCHILIDAE,TROCHILIDAE,Threnetes,leucurus,
Phaethornis atrimentalis,Ermitaño de Garganta Negra,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,atrimentalis,
Phaethornis griseogularis,Ermitaño de Barbilla Gris,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,griseogularis,
Phaethornis ruber,Ermitaño Rojizo,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,ruber,
Phaethornis stuarti,Ermitaño de Ceja Blanca,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,stuarti,
Phaethornis pretrei,Ermitaño del Planalto,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,pretrei,
Phaethornis hispidus,Ermitaño de Barba Blanca,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,hispidus,
Phaethornis guy,Ermitaño Verde,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,guy,
Phaethornis syrmatophorus,Ermitaño de Vientre Leonado,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,syrmatophorus,
Phaethornis koepckeae ,Ermitaño de Koepcke,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,koepckeae ,
Phaethornis philippii,Ermitaño de Pico Aguja,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,philippii,
Phaethornis bourcieri,Ermitaño de Pico Recto,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,bourcieri,
Phaethornis longirostris,Ermitaño de Pico Largo,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,longirostris,
Phaethornis malaris,Ermitaño de Pico Grande,AVES, TROCHILIDAE,TROCHILIDAE,Phaethornis,malaris,
Doryfera ludovicae,Pico-Lanza de Frente Verde,AVES, TROCHILIDAE,TROCHILIDAE,Doryfera,ludovicae,
Doryfera johannae,Pico-Lanza de Frente Azul,AVES, TROCHILIDAE,TROCHILIDAE,Doryfera,johannae,
Schistes geoffroyi,Pico-Cuña de Geoffroy,AVES, TROCHILIDAE,TROCHILIDAE,Schistes,geoffroyi,
Colibri delphinae,Oreja-Violeta Parda,AVES, TROCHILIDAE,TROCHILIDAE,Colibri,delphinae,
Colibri cyanotus,Oreja-Violeta Menor,AVES, TROCHILIDAE,TROCHILIDAE,Colibri,cyanotus,
Colibri coruscans,Oreja-Violeta de Vientre Azul,AVES, TROCHILIDAE,TROCHILIDAE,Colibri,coruscans,
Heliothryx barroti,Colibrí-Hada de Corona Púrpura,AVES, TROCHILIDAE,TROCHILIDAE,Heliothryx,barroti,
Heliothryx auritus,Colibrí-Hada de Oreja Negra,AVES, TROCHILIDAE,TROCHILIDAE,Heliothryx,auritus,
Polytmus guainumbi,Garganta-de-Oro de Cola Blanca,AVES, TROCHILIDAE,TROCHILIDAE,Polytmus,guainumbi,
Polytmus theresiae,Garganta-de-Oro de Cola Verde,AVES, TROCHILIDAE,TROCHILIDAE,Polytmus,theresiae,
Chrysolampis mosquitus,Colibrí Rubí-topacio,AVES, TROCHILIDAE,TROCHILIDAE,Chrysolampis,mosquitus,
Anthracothorax nigricollis,Mango de Garganta Negra,AVES, TROCHILIDAE,TROCHILIDAE,Anthracothorax,nigricollis,
Heliangelus amethysticollis,Angel-del-Sol de Garganta Amatista,AVES, TROCHILIDAE,TROCHILIDAE,Heliangelus,amethysticollis,
Heliangelus micraster,Angel-del-Sol Chico,AVES, TROCHILIDAE,TROCHILIDAE,Heliangelus,micraster,
Heliangelus viola,Angel-del-Sol de Garganta Púrpura,AVES, TROCHILIDAE,TROCHILIDAE,Heliangelus,viola,
Heliangelus regalis,Angel-del-Sol Real,AVES, TROCHILIDAE,TROCHILIDAE,Heliangelus,regalis,
Discosura popelairii,Cola-Cerda Crestado,AVES, TROCHILIDAE,TROCHILIDAE,Discosura,popelairii,
Discosura langsdorffi,Cola-Cerda de Vientre Negro,AVES, TROCHILIDAE,TROCHILIDAE,Discosura,langsdorffi,
Lophornis delattrei,Coqueta de Cresta Rufa,AVES, TROCHILIDAE,TROCHILIDAE,Lophornis,delattrei,
Lophornis stictolophus,Coqueta Coronada,AVES, TROCHILIDAE,TROCHILIDAE,Lophornis,stictolophus,
Lophornis verreauxii,Coqueta Mariposa,AVES, TROCHILIDAE,TROCHILIDAE,Lophornis,verreauxii,
Phlogophilus hemileucurus,Cola-pintada Ecuatoriano,AVES, TROCHILIDAE,TROCHILIDAE,Phlogophilus,hemileucurus,
Phlogophilus harterti ,Cola-pintada Peruano,AVES, TROCHILIDAE,TROCHILIDAE,Phlogophilus,harterti ,
Adelomyia melanogenys,Colibrí Jaspeado,AVES, TROCHILIDAE,TROCHILIDAE,Adelomyia,melanogenys,
Aglaiocercus kingii,Silfo de Cola Larga,AVES, TROCHILIDAE,TROCHILIDAE,Aglaiocercus,kingii,
Polyonymus caroli ,Cometa de Cola Bronceada,AVES, TROCHILIDAE,TROCHILIDAE,Polyonymus,caroli ,
Taphrolesbia griseiventris,Cometa de Vientre Gris,AVES, TROCHILIDAE,TROCHILIDAE,Taphrolesbia,griseiventris,
Oreotrochilus estella,Estrella Andina,AVES, TROCHILIDAE,TROCHILIDAE,Oreotrochilus,estella,
Oreotrochilus stolzmanni,Estrella de Cabeza Verde,AVES, TROCHILIDAE,TROCHILIDAE,Oreotrochilus,stolzmanni,
Oreotrochilus melanogaster,Estrella de Pecho Negro,AVES, TROCHILIDAE,TROCHILIDAE,Oreotrochilus,melanogaster,
Opisthoprora euryptera,Colibrí Pico de Avoceta,AVES, TROCHILIDAE,TROCHILIDAE,Opisthoprora,euryptera,
