NOMBRE CIENTIFICO,NOMBRE,CLASE,ORDEN,FAMILIA,GENERO,ESPECIE,
Schiffornis turdina,Shifornis de Ala Parda,AVES,PASSERIFORMES,TITYRIDAE,Schiffornis,turdina,
Laniocera hypopyrra,Plañidero Cinéreo,AVES,PASSERIFORMES,TITYRIDAE,Laniocera,hypopyrra,
Iodopleura isabellae,Iodopleura de Ceja Blanca,AVES,PASSERIFORMES,TITYRIDAE,Iodopleura,isabellae,
Laniisoma elegans,Plañidero Elegante,AVES,PASSERIFORMES,TITYRIDAE,Laniisoma,elegans,
Xenopsaris albinucha ,Xenopsaris de Nuca Blanca,AVES,PASSERIFORMES,TITYRIDAE,Xenopsaris,albinucha ,
Pachyramphus viridis,Cabezón de Dorso Verde,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,viridis,
Pachyramphus versicolor,Cabezón Barrado,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,versicolor,
Pachyramphus spodiurus,Cabezón Pizarroso,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,spodiurus,
Pachyramphus rufus,Cabezón Cinéreo,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,rufus,
Pachyramphus castaneus,Cabezón de Corona Castaña,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,castaneus,
Pachyramphus polychopterus,Cabezón de Ala Blanca,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,polychopterus,
Pachyramphus albogriseus,Cabezón Blanco y Negro,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,albogriseus,
Pachyramphus marginatus,Cabezón de Gorro Negro,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,marginatus,
Pachyramphus homochrous,Cabezón Unicolor,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,homochrous,
Pachyramphus minor,Cabezón de Garganta Rosada,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,minor,
Pachyramphus validus,Cabezón Crestado,AVES,PASSERIFORMES,TITYRIDAE,Pachyramphus,validus,
Oxyruncus cristatus,Picoagudo,AVES,PASSERIFORMES, OXYRUNCIDAE,Oxyruncus,cristatus,
Onychorhynchus coronatus,Mosquero Real,AVES,PASSERIFORMES,ONYCHORHYNCHIDAE,Onychorhynchus,coronatus,
Terenotriccus erythrurus,Mosquerito de Cola Rojiza,AVES,PASSERIFORMES,ONYCHORHYNCHIDAE,Terenotriccus,erythrurus,
Myiobius villosus,Mosquerito de Pecho Leonado,AVES,PASSERIFORMES,ONYCHORHYNCHIDAE,Myiobius,villosus,
Myiobius barbatus,Mosquerito de Lomo Azufrado,AVES,PASSERIFORMES,ONYCHORHYNCHIDAE,Myiobius,barbatus,
Myiobius atricaudus,Mosquerito de Cola Negra,AVES,PASSERIFORMES,ONYCHORHYNCHIDAE,Myiobius,atricaudus,
Piprites chloris,Piprites de Ala Barrada,AVES,PASSERIFORMES,TYRANNIDAE,Piprites,chloris,
Neopipo cinnamomea,Neopipo Acanelado,AVES,PASSERIFORMES,TYRANNIDAE,Neopipo,cinnamomea,
Platyrinchus saturatus,Pico-Chato de Cresta Canela,AVES,PASSERIFORMES,TYRANNIDAE,Platyrinchus,saturatus,
Platyrinchus mystaceus,Pico-Chato de Garganta Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Platyrinchus,mystaceus,
Platyrinchus coronatus,Pico-Chato de Corona Dorada,AVES,PASSERIFORMES,TYRANNIDAE,Platyrinchus,coronatus,
Platyrinchus flavigularis,Pico-Chato de Garganta Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Platyrinchus,flavigularis,
Platyrinchus platyrhynchos,Pico-Chato de Cresta Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Platyrinchus,platyrhynchos,
Pseudotriccus pelzelni,Tirano-Pigmeo Bronceado,AVES,PASSERIFORMES,TYRANNIDAE,Pseudotriccus,pelzelni,
Pseudotriccus simplex,Tirano-Pigmeo de Frente Avellanada,AVES,PASSERIFORMES,TYRANNIDAE,Pseudotriccus,simplex,
Pseudotriccus ruficeps,Tirano-Pigmeo de Cabeza Rufa,AVES,PASSERIFORMES,TYRANNIDAE,Pseudotriccus,ruficeps,
Corythopis torquatus,Coritopis Anillado,AVES,PASSERIFORMES,TYRANNIDAE,Corythopis,torquatus,
Phylloscartes poecilotis,Moscareta-Cerdosa Variegada,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,poecilotis,
Phylloscartes ophthalmicus,Moscareta-Cerdosa de Cara Jaspeada,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,ophthalmicus,
Phylloscartes orbitalis,Moscareta-Cerdosa de Anteojos,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,orbitalis,
Phylloscartes ventralis,Moscareta de Mejilla Moteada,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,ventralis,
Phylloscartes gualaquizae,Moscareta Ecuatoriana,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,gualaquizae,
Phylloscartes superciliaris ,Moscareta de Ceja Rufa,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,superciliaris ,
Phylloscartes parkeri,Moscareta de Cara Canela,AVES,PASSERIFORMES,TYRANNIDAE,Phylloscartes,parkeri,
Mionectes striaticollis,Mosquerito de Cuello Listado,AVES,PASSERIFORMES,TYRANNIDAE,Mionectes,striaticollis,
Mionectes olivaceus,Mosquerito Rayado de Olivo,AVES,PASSERIFORMES,TYRANNIDAE,Mionectes,olivaceus,
Mionectes oleagineus,Mosquerito de Vientre Ocráceo,AVES,PASSERIFORMES,TYRANNIDAE,Mionectes,oleagineus,
Mionectes macconnelli,Mosquerito de McConnell,AVES,PASSERIFORMES,TYRANNIDAE,Mionectes,macconnelli,
Leptopogon amaurocephalus,Mosquerito de Gorro Sepia,AVES,PASSERIFORMES,TYRANNIDAE,Leptopogon,amaurocephalus,
Leptopogon superciliaris,Mosquerito de Gorro Pizarroso,AVES,PASSERIFORMES,TYRANNIDAE,Leptopogon,superciliaris,
Leptopogon rufipectus,Mosquerito de Pecho Rufo,AVES,PASSERIFORMES,TYRANNIDAE,Leptopogon,rufipectus,
Leptopogon taczanowskii ,Mosquerito Inca,AVES,PASSERIFORMES,TYRANNIDAE,Leptopogon,taczanowskii ,
Cnipodectes subbrunneus,Alitorcido Pardusco,AVES,PASSERIFORMES,TYRANNIDAE,Cnipodectes,subbrunneus,
Cnipodectes superrufus,Alitorcido Rufo,AVES,PASSERIFORMES,TYRANNIDAE,Cnipodectes,superrufus,
Rhynchocyclus olivaceus,Pico-Plano Oliváceo,AVES,PASSERIFORMES,TYRANNIDAE,Rhynchocyclus,olivaceus,
Rhynchocyclus fulvipectus,Pico-Plano de Pecho Leonado,AVES,PASSERIFORMES,TYRANNIDAE,Rhynchocyclus,fulvipectus,
Tolmomyias sulphurescens,Pico-Ancho Azufrado,AVES,PASSERIFORMES,TYRANNIDAE,Tolmomyias,sulphurescens,
Tolmomyias traylori,Pico-Ancho de Ojo Naranja,AVES,PASSERIFORMES,TYRANNIDAE,Tolmomyias,traylori,
Tolmomyias assimilis,Pico-Ancho de Ala Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Tolmomyias,assimilis,
Tolmomyias poliocephalus,Pico-Ancho de Corona Gris,AVES,PASSERIFORMES,TYRANNIDAE,Tolmomyias,poliocephalus,
Tolmomyias flaviventris,Pico-Ancho de Pecho Amarillo,AVES,PASSERIFORMES,TYRANNIDAE,Tolmomyias,flaviventris,
Myiornis albiventris,Tirano-Pigmeo de Vientre Blanco,AVES,PASSERIFORMES,TYRANNIDAE,Myiornis,albiventris,
Myiornis ecaudatus,Tirano-Pigmeo de Cola Corta,AVES,PASSERIFORMES,TYRANNIDAE,Myiornis,ecaudatus,
Lophotriccus pileatus,Tirano-Pigmeo de Cresta Escamosa,AVES,PASSERIFORMES,TYRANNIDAE,Lophotriccus,pileatus,
Lophotriccus vitiosus,Tirano-Pigmeo de Doble Banda,AVES,PASSERIFORMES,TYRANNIDAE,Lophotriccus,vitiosus,
Lophotriccus eulophotes,Tirano-Pigmeo de Cresta Larga,AVES,PASSERIFORMES,TYRANNIDAE,Lophotriccus,eulophotes,
Lophotriccus galeatus,Tirano-Pigmeo de Casquete,AVES,PASSERIFORMES,TYRANNIDAE,Lophotriccus,galeatus,
Hemitriccus minor ,Tirano-Todi de Snethlage,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,minor ,
Hemitriccus cohnhafti,Tirano-Todi de Acre,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,cohnhafti,
Hemitriccus spodiops,Tirano-Todi de Yungas,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,spodiops,
Hemitriccus flammulatus,Tirano-Pigmeo Flamulado,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,flammulatus,
Hemitriccus zosterops,Tirano-Todi de Ojo Blanco,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,zosterops,
Hemitriccus griseipectus,Tirano-Todi de Vientre Blanco,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,griseipectus,
Hemitriccus iohannis,Tirano-Todi de Johannes,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,iohannis,
Hemitriccus striaticollis,Tirano-Todi de Cuello Rayado,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,striaticollis,
Hemitriccus margaritaceiventer,Tirano-Todi de Vientre Perlado,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,margaritaceiventer,
Hemitriccus minimus,Tirano Todi de Zimmer,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,minimus,
Hemitriccus granadensis,Tirano-Todi de Garganta Negra,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,granadensis,
Hemitriccus cinnamomeipectus,Tirano-Todi de Pecho Canela,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,cinnamomeipectus,
Hemitriccus rufigularis,Tirano-Todi de Garganta Anteada,AVES,PASSERIFORMES,TYRANNIDAE,Hemitriccus,rufigularis,
Poecilotriccus ruficeps,Espatulilla de Corona Rufa,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,ruficeps,
Poecilotriccus luluae ,Espatulilla de Johnson,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,luluae ,
Poecilotriccus albifacies,Espatulilla de Mejilla Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,albifacies,
Poecilotriccus capitalis,Espatulilla Negra y Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,capitalis,
Poecilotriccus plumbeiceps,Espatulilla de Cara Ocrácea,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,plumbeiceps,
Poecilotriccus latirostris,Espatulilla de Frente Rojiza,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,latirostris,
Poecilotriccus calopterus,Espatulilla de Ala Dorada,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,calopterus,
Poecilotriccus pulchellus ,Espatulilla de Dorso Negro,AVES,PASSERIFORMES,TYRANNIDAE,Poecilotriccus,pulchellus ,
Todirostrum maculatum,Espatulilla Moteada,AVES,PASSERIFORMES,TYRANNIDAE,Todirostrum,maculatum,
Todirostrum cinereum,Espatulilla Común,AVES,PASSERIFORMES,TYRANNIDAE,Todirostrum,cinereum,
Todirostrum chrysocrotaphum,Espatulilla de Ceja Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Todirostrum,chrysocrotaphum,
Myiotriccus ornatus,Mosquerito Adornado,AVES,PASSERIFORMES,TYRANNIDAE,Myiotriccus,ornatus,
Nephelomyias pulcher,Mosquerito Hermoso,AVES,PASSERIFORMES,TYRANNIDAE,Nephelomyias,pulcher,
Nephelomyias lintoni,Mosquerito de Franja Naranja,AVES,PASSERIFORMES,TYRANNIDAE,Nephelomyias,lintoni,
Nephelomyias ochraceiventris,Mosquerito de Pecho Ocráceo,AVES,PASSERIFORMES,TYRANNIDAE,Nephelomyias,ochraceiventris,
Hirundinea ferruginea,Tirano de Riscos,AVES,PASSERIFORMES,TYRANNIDAE,Hirundinea,ferruginea,
Pyrrhomyias cinnamomeus,Mosquerito Canela,AVES,PASSERIFORMES,TYRANNIDAE,Pyrrhomyias,cinnamomeus,
Zimmerius bolivianus,Moscareta Boliviana,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,bolivianus,
Zimmerius cinereicapilla,Moscareta de Pico Rojo,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,cinereicapilla,
Zimmerius villarejoi ,Moscareta de Mishana,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,villarejoi ,
Zimmerius gracilipes,Moscareta de Pata Delgada,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,gracilipes,
Zimmerius chrysops,Moscareta de Cara Dorada,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,chrysops,
Zimmerius viridiflavus,Moscareta Peruana,AVES,PASSERIFORMES,TYRANNIDAE,Zimmerius,viridiflavus,
Stigmatura napensis,Moscareta-Coleadora Menor,AVES,PASSERIFORMES,TYRANNIDAE,Stigmatura,napensis,
Inezia inornata ,Inezia Simple,AVES,PASSERIFORMES,TYRANNIDAE,Inezia,inornata ,
Euscarthmus meloryphus,Tirano-Pigmeo de Corona Leonada,AVES,PASSERIFORMES,TYRANNIDAE,Euscarthmus,meloryphus,
Ornithion inerme,Moscareta de Lores Blancos,AVES,PASSERIFORMES,TYRANNIDAE,Ornithion,inerme,
Camptostoma obsoletum,Mosquerito Silbador,AVES,PASSERIFORMES,TYRANNIDAE,Camptostoma,obsoletum,
Elaenia flavogaster,Fío-Fío de Vientre Amarillo,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,flavogaster,
Elaenia spectabilis ,Fío-Fío Grande,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,spectabilis ,
Elaenia albiceps,Fío-Fío de Cresta Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,albiceps,
Elaenia parvirostris ,Fío-Fío de Pico Chico,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,parvirostris ,
Elaenia strepera ,Fío-Fío Pizarroso,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,strepera ,
Elaenia gigas,Fío-Fío Moteado,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,gigas,
Elaenia pelzelni,Fío-Fío Pardusco,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,pelzelni,
Elaenia cristata,Fío-Fío de Cresta Simple,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,cristata,
Elaenia chiriquensis,Fío-Fío Menor,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,chiriquensis,
Elaenia obscura,Fío-Fío Oscuro,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,obscura,
Elaenia pallatangae,Fío-Fío Serrano,AVES,PASSERIFORMES,TYRANNIDAE,Elaenia,pallatangae,
Tyrannulus elatus,Moscareta de Corona Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannulus,elatus,
Myiopagis gaimardii,Fío-Fío de la Selva,AVES,PASSERIFORMES,TYRANNIDAE,Myiopagis,gaimardii,
Myiopagis caniceps,Fío-Fío Gris,AVES,PASSERIFORMES,TYRANNIDAE,Myiopagis,caniceps,
Myiopagis olallai,Fío-Fío Submontano,AVES,PASSERIFORMES,TYRANNIDAE,Myiopagis,olallai,
Myiopagis subplacens,Fío-Fío del Pacífico,AVES,PASSERIFORMES,TYRANNIDAE,Myiopagis,subplacens,
Myiopagis flavivertex,Fío-Fío de Corona Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Myiopagis,flavivertex,
Myiopagis viridicata,Fío-Fío Verdoso,AVES,PASSERIFORMES,TYRANNIDAE,Myiopagis,viridicata,
Capsiempis flaveola,Moscareta Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Capsiempis,flaveola,
Phyllomyias burmeisteri,Moscareta de Tarso Rasposo,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,burmeisteri,
Phyllomyias sclateri,Moscareta de Sclater,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,sclateri,
Phyllomyias weedeni,Moscareta de Yungas,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,weedeni,
Phyllomyias griseiceps,Moscareta de Cabeza Tiznada,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,griseiceps,
Phyllomyias nigrocapillus,Moscareta de Gorro Negro,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,nigrocapillus,
Phyllomyias cinereiceps,Moscareta de Cabeza Ceniza,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,cinereiceps,
Phyllomyias uropygialis,Moscareta de Lomo Leonado,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,uropygialis,
Phyllomyias plumbeiceps,Moscareta de Corona Plomiza,AVES,PASSERIFORMES,TYRANNIDAE,Phyllomyias,plumbeiceps,
Phaeomyias murina,Moscareta Murina,AVES,PASSERIFORMES,TYRANNIDAE,Phaeomyias,murina,
Pseudelaenia leucospodia,Moscareta Gris y Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Pseudelaenia,leucospodia,
Mecocerculus poecilocercus,Tiranillo de Cola Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Mecocerculus,poecilocercus,
Mecocerculus hellmayri,Tiranillo de Franja Anteada,AVES,PASSERIFORMES,TYRANNIDAE,Mecocerculus,hellmayri,
Mecocerculus stictopterus,Tiranillo de Ala Bandeada,AVES,PASSERIFORMES,TYRANNIDAE,Mecocerculus,stictopterus,
Mecocerculus leucophrys,Tiranillo de Garganta Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Mecocerculus,leucophrys,
Mecocerculus calopterus,Tiranillo de Ala Rufa,AVES,PASSERIFORMES,TYRANNIDAE,Mecocerculus,calopterus,
Mecocerculus minor,Tiranillo de Vientre Azufrado,AVES,PASSERIFORMES,TYRANNIDAE,Mecocerculus,minor,
Anairetes nigrocristatus,Torito de Cresta Negra,AVES,PASSERIFORMES,TYRANNIDAE,Anairetes,nigrocristatus,
Anairetes reguloides,Torito de Cresta Pintada,AVES,PASSERIFORMES,TYRANNIDAE,Anairetes,reguloides,
Anairetes alpinus,Torito de Pecho Cenizo,AVES,PASSERIFORMES,TYRANNIDAE,Anairetes,alpinus,
Anairetes flavirostris,Torito de Pico Amarillo,AVES,PASSERIFORMES,TYRANNIDAE,Anairetes,flavirostris,
Anairetes parulus,Torito Copetón,AVES,PASSERIFORMES,TYRANNIDAE,Anairetes,parulus,
Pseudocolopteryx acutipennis,Doradito Subtropical,AVES,PASSERIFORMES,TYRANNIDAE,Pseudocolopteryx,acutipennis,
Serpophaga cinerea,Moscareta de los Torrentes,AVES,PASSERIFORMES,TYRANNIDAE,Serpophaga,cinerea,
Serpophaga hypoleuca,Moscareta de los Rios,AVES,PASSERIFORMES,TYRANNIDAE,Serpophaga,hypoleuca,
Uromyias agraphia ,Torito Llano,AVES,PASSERIFORMES,TYRANNIDAE,Uromyias,agraphia ,
Muscigralla brevicauda,Dormilona de Cola Corta,AVES,PASSERIFORMES,TYRANNIDAE,Muscigralla,brevicauda,
Attila cinnamomeus,Atila Acanelado,AVES,PASSERIFORMES,TYRANNIDAE,Attila,cinnamomeus,
Attila torridus,Atila Ocráceo,AVES,PASSERIFORMES,TYRANNIDAE,Attila,torridus,
Attila citriniventris,Atila de Vientre Citrino,AVES,PASSERIFORMES,TYRANNIDAE,Attila,citriniventris,
Attila bolivianus,Atila de Ojo Blanco,AVES,PASSERIFORMES,TYRANNIDAE,Attila,bolivianus,
Attila spadiceus,Atila Polimorfo,AVES,PASSERIFORMES,TYRANNIDAE,Attila,spadiceus,
Legatus leucophaius,Mosquero Pirata,AVES,PASSERIFORMES,TYRANNIDAE,Legatus,leucophaius,
Ramphotrigon megacephalum,Pico-Plano Cabezón,AVES,PASSERIFORMES,TYRANNIDAE,Ramphotrigon,megacephalum,
Ramphotrigon ruficauda,Pico-Plano de Cola Rufa,AVES,PASSERIFORMES,TYRANNIDAE,Ramphotrigon,ruficauda,
Ramphotrigon fuscicauda,Pico-Plano de Cola Oscura,AVES,PASSERIFORMES,TYRANNIDAE,Ramphotrigon,fuscicauda,
Pitangus sulphuratus,Bienteveo Grande,AVES,PASSERIFORMES,TYRANNIDAE,Pitangus,sulphuratus,
Pitangus lictor,Bienteveo Menor,AVES,PASSERIFORMES,TYRANNIDAE,Pitangus,lictor,
Tyrannopsis sulphurea,Mosquero Azufrado,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannopsis,sulphurea,
Megarynchus pitangua,Mosquero Picudo,AVES,PASSERIFORMES,TYRANNIDAE,Megarynchus,pitangua,
Myiodynastes chrysocephalus,Mosquero de Corona Dorada,AVES,PASSERIFORMES,TYRANNIDAE,Myiodynastes,chrysocephalus,
Myiodynastes bairdii,Mosquero de Baird,AVES,PASSERIFORMES,TYRANNIDAE,Myiodynastes,bairdii,
Myiodynastes luteiventris ,Mosquero de Vientre Azufrado,AVES,PASSERIFORMES,TYRANNIDAE,Myiodynastes,luteiventris ,
Myiodynastes maculatus,Mosquero Rayado,AVES,PASSERIFORMES,TYRANNIDAE,Myiodynastes,maculatus,
Myiozetetes cayanensis,Mosquero de Ala Castaña,AVES,PASSERIFORMES,TYRANNIDAE,Myiozetetes,cayanensis,
Myiozetetes similis,Mosquero Social,AVES,PASSERIFORMES,TYRANNIDAE,Myiozetetes,similis,
Myiozetetes granadensis,Mosquero de Gorro Gris,AVES,PASSERIFORMES,TYRANNIDAE,Myiozetetes,granadensis,
Myiozetetes luteiventris,Mosquero de Pecho Oscuro,AVES,PASSERIFORMES,TYRANNIDAE,Myiozetetes,luteiventris,
Conopias parvus,Mosquero de Garganta Amarilla,AVES,PASSERIFORMES,TYRANNIDAE,Conopias,parvus,
Conopias trivirgatus,Mosquero Trirrayado,AVES,PASSERIFORMES,TYRANNIDAE,Conopias,trivirgatus,
Conopias cinchoneti,Mosquero de Ceja Limón,AVES,PASSERIFORMES,TYRANNIDAE,Conopias,cinchoneti,
Empidonomus varius ,Mosquero Variegado,AVES,PASSERIFORMES,TYRANNIDAE,Empidonomus,varius ,
Empidonomus aurantioatrocristatus ,Mosquero-Pizarroso Coronado,AVES,PASSERIFORMES,TYRANNIDAE,Empidonomus,aurantioatrocristatus ,
Tyrannus niveigularis,Tirano de Garganta Nívea,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,niveigularis,
Tyrannus albogularis ,Tirano de Garganta Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,albogularis ,
Tyrannus melancholicus,Tirano Tropical,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,melancholicus,
Tyrannus savana ,Tijereta Sabanera,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,savana ,
Tyrannus tyrannus ,Tirano Norteño,AVES,PASSERIFORMES,TYRANNIDAE,Tyrannus,tyrannus ,
Rhytipterna simplex,Plañidero Grisáceo,AVES,PASSERIFORMES,TYRANNIDAE,Rhytipterna,simplex,
Casiornis rufus ,Casiornis Rufo,AVES,PASSERIFORMES,TYRANNIDAE,Casiornis,rufus ,
Sirystes albocinereus,Siristes de Lomo Blanco,AVES,PASSERIFORMES,TYRANNIDAE,Sirystes,albocinereus,
Myiarchus semirufus ,Copetón Rufo,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,semirufus ,
Myiarchus tuberculifer,Copetón de Cresta Oscura,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,tuberculifer,
Myiarchus swainsoni,Copetón de Swainson,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,swainsoni,
Myiarchus ferox,Copetón de Cresta Corta,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,ferox,
Myiarchus phaeocephalus,Copetón de Corona Tiznada,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,phaeocephalus,
Myiarchus cephalotes,Copetón de Filos Pálidos,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,cephalotes,
Myiarchus crinitus ,Copetón Viajero,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,crinitus ,
Myiarchus tyrannulus,Copetón de Cresta Parda,AVES,PASSERIFORMES,TYRANNIDAE,Myiarchus,tyrannulus,
Colonia colonus,Tirano de Cola Larga,AVES,PASSERIFORMES,TYRANNIDAE,Colonia,colonus,
Myiophobus flavicans,Mosquerito Amarillento,AVES,PASSERIFORMES,TYRANNIDAE,Myiophobus,flavicans,
Myiophobus phoenicomitra,Mosquerito de Cresta Naranja,AVES,PASSERIFORMES,TYRANNIDAE,Myiophobus,phoenicomitra,
Myiophobus inornatus,Mosquerito sin Adornos,AVES,PASSERIFORMES,TYRANNIDAE,Myiophobus,inornatus,
Myiophobus roraimae,Mosquerito de Roraima,AVES,PASSERIFORMES,TYRANNIDAE,Myiophobus,roraimae,
Myiophobus cryptoxanthus,Mosquerito de Pecho Olivo,AVES,PASSERIFORMES,TYRANNIDAE,Myiophobus,cryptoxanthus,
Myiophobus fasciatus,Mosquerito de Pecho Rayado,AVES,PASSERIFORMES,TYRANNIDAE,Myiophobus,fasciatus,
Ochthoeca frontalis,Pitajo Coronado,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,frontalis,
Ochthoeca jelskii,Pitajo de Jelski,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,jelskii,
Ochthoeca pulchella,Pitajo de Ceja Dorada,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,pulchella,
Ochthoeca diadema,Pitajo de Vientre Amarillo,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,diadema,
Ochthoeca cinnamomeiventris,Pitajo de Dorso Pizarroso,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,cinnamomeiventris,
Ochthoeca rufipectoralis,Pitajo de Pecho Rufo,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,rufipectoralis,
Ochthoeca fumicolor,Pitajo de Dorso Pardo,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,fumicolor,
Ochthoeca oenanthoides,Pitajo de d’Orbigny,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,oenanthoides,
Ochthoeca piurae ,Pitajo de Piura,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,piurae ,
Ochthoeca leucophrys,Pitajo de Ceja Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Ochthoeca,leucophrys,
Tumbezia salvini,Pitajo de Tumbes,AVES,PASSERIFORMES,TYRANNIDAE,Tumbezia,salvini,
Sublegatus obscurior,Moscareta Matorralera Amazónica,AVES,PASSERIFORMES,TYRANNIDAE,Sublegatus,obscurior,
Sublegatus modestus,Moscareta Matorralera Sureña,AVES,PASSERIFORMES,TYRANNIDAE,Sublegatus,modestus,
Pyrocephalus rubinus,Mosquero Bermellón,AVES,PASSERIFORMES,TYRANNIDAE,Pyrocephalus,rubinus,
Fluvicola pica ,Tirano-de-Agua Blanco y Negro,AVES,PASSERIFORMES,TYRANNIDAE,Fluvicola,pica ,
Fluvicola albiventer ,Tirano-de-Agua de Dorso Negro,AVES,PASSERIFORMES,TYRANNIDAE,Fluvicola,albiventer ,
Fluvicola nengeta,Tirano-de-Agua Enmascarado,AVES,PASSERIFORMES,TYRANNIDAE,Fluvicola,nengeta,
Arundinicola leucocephala,Tirano-de-Ciénega de Cabeza Blanca,AVES,PASSERIFORMES,TYRANNIDAE,Arundinicola,leucocephala,
